epoch	train_loss	validation_loss
0	0.0011050939792767167	0.001163879525847733
1	0.0011003123363479972	0.001159422448836267
2	0.0010955787729471922	0.0011550155468285084
3	0.0010908902622759342	0.0011506910668686032
4	0.0010862807976081967	0.0011464894050732255
5	0.0010817928705364466	0.0011424563126638532
6	0.0010774745605885983	0.00113864045124501
7	0.0010733767412602901	0.0011350916465744376
8	0.0010695526143535972	0.0011318600736558437
9	0.0010660558473318815	0.001128994394093752
10	0.0010629381285980344	0.0011265374487265944
11	0.0010602461406961083	0.0011245247442275286
12	0.001058019115589559	0.0011229744413867593
13	0.0010562792886048555	0.0011218821164220572
14	0.0010550256120041013	0.0011212112149223685
15	0.0010542250238358974	0.0011208852520212531
16	0.0010538018541410565	0.0011207866482436657
17	0.0010536393383517861	0.0011207697680220008
18	0.0010535898618400097	0.0011206906056031585
19	0.0010535058099776506	0.001120440079830587
20	0.001053273444995284	0.0011199598666280508
21	0.0010528301354497671	0.0011192428646609187
22	0.0010521643562242389	0.001118318410590291
23	0.001051302650012076	0.0011172359809279442
24	0.001050292863510549	0.0011160534340888262
25	0.0010491913417354226	0.0011148261837661266
26	0.001048053614795208	0.0011136035900563002
27	0.001046925550326705	0.0011124195298179984
28	0.0010458420729264617	0.001111297868192196
29	0.0010448249522596598	0.0011102505959570408
30	0.0010438838507980108	0.0011092759668827057
31	0.0010430158581584692	0.0011083646677434444
32	0.0010422111954540014	0.0011075050570070744
33	0.0010414558928459883	0.0011066810693591833
34	0.0010407326044514775	0.0011058764066547155
35	0.0010400224709883332	0.0011050751199945807
36	0.0010393090778961778	0.0011042642872780561
37	0.0010385789209976792	0.0011034341296181083
38	0.0010378218721598387	0.001102579291909933
39	0.0010370328091084957	0.0011016975622624159
40	0.0010362098691985011	0.001100790104828775
41	0.0010353547986596823	0.0010998612269759178
42	0.0010344728361815214	0.0010989162838086486
43	0.001033570384606719	0.0010979616781696677
44	0.0010326552437618375	0.0010970036964863539
45	0.0010317343985661864	0.0010960474610328674
46	0.0010308148339390755	0.0010950973955914378
47	0.0010299014393240213	0.0010941551299765706
48	0.001028996892273426	0.0010932196164503694
49	0.001028101542033255	0.0010922887595370412
50	0.0010272142244502902	0.0010913594160228968
51	0.0010263315634801984	0.0010904268128797412
52	0.001025449251756072	0.001089485245756805
53	0.0010245626326650381	0.0010885305237025023
54	0.0010236672824248672	0.001087560085579753
55	0.0010227598249912262	0.001086571952328086
56	0.0010218394454568624	0.0010855678701773286
57	0.0010209064930677414	0.0010845502838492393
58	0.0010199635289609432	0.0010835225693881512
59	0.0010190135799348354	0.0010824890341609716
