gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
CACNA2D1	chr7:82288411-82288912	0	0.034040573041402074	0.06500113569663048	2	0.030960562655228403	0.05117709494364361	0.00010299245702261041	unsupported	True	0.0452334763177511	0.0452334763177511
CACNA2D1	chr7:82443705-82444206	1	0.010134266801726192	0.07315800408824576	2	0.06302373728651957	0.08326305030066501	0.00038390018250441084	unsupported	True	0.0425601888004617	0.0425601888004617
CACNA2D1	chr7:82033581-82034082	2	-0.0025740449205137895	0.04461226069051437	5	0.047186305611028156	0.040889691962559885	8.607639034438971e-05	unsupported	True	0.0278873893853467	0.0278873893853467
CACNA2D1	chr7:82376433-82376934	3	0.021970819501673306	0.04727986258897558	4	0.025309043087302276	0.03316788554898563	3.968895982539685e-05	unsupported	True	0.0250892442846929	0.0250892442846929
CACNA2D1	chr7:82392949-82393450	4	0.046187203651243174	0.07351267403733071	2	0.027325470386087534	0.07012813970355096	0.00014087119080558958	unsupported	True	0.023430342327583	0.023430342327583
CACNA2D1	chr7:81986641-81987142	5	0.04191094417123464	0.07481651074930863	2	0.03290556657807399	0.07497319806701883	0.0001845749925359691	unsupported	True	0.0199467212979413	0.0199467212979413
CACNA2D1	chr7:82264310-82264811	6	0.0213477180077316	0.06224797113064805	2	0.040900253122916445	0.06012920854580855	0.00015308642603976936	unsupported	True	0.0181877614113905	0.0181877614113905
CACNA2D1	chr7:82166714-82167215	7	0.0366392003053313	0.08709141904231787	2	0.050452218736986576	0.0895608335766872	0.000393526301483704	unsupported	True	0.0160453161648084	0.0160453161648084
CACNA2D1	chr7:82318076-82318577	8	0.03927172978739427	0.0768513613333056	0	0.037579631545911325	0.0885760073924942	0.00025581156991350576	unsupported	True	0.0158471850824951	0.0158471850824951
CACNA2D1	chr7:82163981-82164482	9	0.03105610509852084	0.03494304852920412	0	0.003886943430683281	0.051039677410106676	6.932293350785106e-06	unsupported	True	0.0136604194925772	0.0136604194925772
CACNA2D1	chr7:82559312-82559813	10	0.030576084174677158	0.07175502165470335	2	0.04117893748002619	0.07286313727792729	0.00021529567383135465	unsupported	True	0.0116400772697951	0.0116400772697951
CACNA2D1	chr7:82539893-82540394	11	0.03753140172479026	0.07163959276161386	2	0.034108191036823596	0.06889838739167867	0.0001683529970891918	unsupported	True	0.0113239424461628	0.0113239424461628
CACNA2D1	chr7:82230931-82231432	12	0.026628836421950776	0.06974210763495112	2	0.04311327121300034	0.07281398181376096	0.00021893783788729033	unsupported	True	0.0089616528677522	0.0089616528677522
CACNA2D1	chr7:81934891-81935392	13	0.03817575018764954	0.07047469424934648	2	0.032298944061696935	0.07500251030624776	0.00017072507965456212	unsupported	True	0.007032336744515	0.007032336744515
CACNA2D1	chr7:81980111-81980612	14	0.005458971284503754	0.04795557919262052	5	0.04249660790811677	0.037244020857797946	7.590143167230207e-05	unsupported	True	0.0069342740483888	0.0069342740483888
CACNA2D1	chr7:82131316-82131817	15	0.039977366644440335	0.07877181513009733	2	0.038794448485656996	0.08834555684834557	0.00026997599325417486	unsupported	True	0.006000297016538	0.006000297016538
CACNA2D1	chr7:82593045-82593546	16	0.04552063088067218	0.054789917596895214	2	0.009269286716223034	0.07315413511548191	3.7152311833903e-05	unsupported	True	0.0056278052245575	0.0056278052245575
CACNA2D1	chr7:82208925-82209426	17	0.04037003950686785	0.06255722788531957	2	0.022187188378451725	0.06771045231920875	9.398000876289895e-05	unsupported	True	0.0052366784399746	0.0052366784399746
CACNA2D1	chr7:82164722-82165223	18	0.019179899821534962	0.07131404844397181	4	0.05213414862243684	0.08642833354343464	0.00032133165932032176	unsupported	True	0.0052283290581479	0.0052283290581479
CACNA2D1	chr7:82442967-82443468	19	-0.00927178845848986	0.07773874214429283	2	0.08701053060278269	0.1022906589562344	0.0006919031417489546	unsupported	True	0.0049652121272278	0.0049652121272278
TANC1	chr2:158968332-158968833	0	0.021867220982665192	0.09804693272940587	0	0.07617971174674068	0.08538281121605804	0.00063774018978952	unsupported	True	0.0627096795024992	0.0627096795024992
TANC1	chr2:158967657-158968158	1	0.025116039355284215	0.11465178397805997	3	0.08953574462277576	0.100212344541031	0.001028723093707712	unsupported	True	0.0589746124466769	0.0589746124466769
TANC1	chr2:158998651-158999152	2	0.01938501368162727	0.08474639418621892	0	0.06536138050459164	0.0750373825171631	0.0004156426658051616	unsupported	True	0.0276399494020633	0.0276399494020633
TANC1	chr2:159119198-159119699	3	0.028431975171856163	0.08271847929978905	3	0.054286504127932886	0.09788447550717812	0.0004395499502642095	unsupported	True	0.0261093323841179	0.0261093323841179
TANC1	chr2:158923200-158923701	4	0.025206899004919417	0.09224413318588061	3	0.06703723418096119	0.09551871609930701	0.0005906678302651549	unsupported	True	0.0205092861208859	0.0205092861208859
TANC1	chr2:159129776-159130277	5	0.024911723722174414	0.07951785797845438	3	0.05460613425627997	0.09191261921157066	0.0003990995586145354	unsupported	True	0.0197021805562382	0.0197021805562382
TANC1	chr2:159211528-159212029	6	0.020964845664686208	0.0958663578738443	3	0.0749015122091581	0.09048482397663148	0.0006497294613439315	unsupported	True	0.01385318752467	0.01385318752467
TANC1	chr2:159171656-159172157	7	0.025584665712927435	0.10511046977883025	3	0.07952580406590282	0.1267064597457856	0.0010591386159559224	unsupported	True	0.0118045201784428	0.0118045201784428
TANC1	chr2:158931556-158932057	8	0.02337229763219271	0.1030777936006262	3	0.07970549596843349	0.11040465418476594	0.0009070699176760369	unsupported	True	0.0115881990517258	0.0115881990517258
TANC1	chr2:159084326-159084827	9	0.009191855291343413	0.06611001874536067	0	0.056918163454017255	0.06415459899359625	0.0002414048290862819	unsupported	True	0.0100318393878344	0.0100318393878344
TANC1	chr2:159109541-159110042	10	0.01293042360086679	0.0471418246222599	0	0.03421140102139311	0.04538563797344592	7.319740626109479e-05	unsupported	True	0.0097171538214558	0.0097171538214558
TANC1	chr2:159204652-159205153	11	0.008031802160100568	0.06747100370053051	0	0.05943920154042994	0.06880298117133231	0.0002759290297487029	unsupported	True	0.0088915308419677	0.0088915308419677
TANC1	chr2:158954314-158954815	12	0.027825380277058324	0.11699774320963938	0	0.08917236293258105	0.09675898259394122	0.001009483100104166	unsupported	True	0.0080139332011867	0.0080139332011867
