gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
EIF4EBP1	chr8:38150541-38151042	0	-0.022763841026062215	0.0010070461257051157	3	0.023770887151767332	0.02540356047921044	6.081200792969723e-07	unsupported	True	0.0091775949112362	0.0091775949112362
EIF4EBP1	chr8:37965576-37966077	1	-0.02401367684324687	-0.011139271558809146	5	0.012874405284437724	0.010547963080935726	0.0	unsupported	True	0.0071860245689151	0.0071860245689151
EIF4EBP1	chr8:38031317-38031818	2	-0.009937418764510103	0.027098670714609543	1	0.03703608947911965	0.04099322345021603	4.114197938692784e-05	unsupported	True	0.0059750532110392	0.0059750532110392
EIF4EBP1	chr8:38030766-38031267	3	-0.005480640790088396	0.037375474020129786	1	0.042856114810218185	0.06103468230742251	9.776337694379361e-05	unsupported	True	0.0055174863325867	0.0055174863325867
EIF4EBP1	chr8:38030192-38030693	4	0.008893684942567403	0.055501111068447406	3	0.04660742612588	0.07719162084467278	0.00019967650081008042	unsupported	True	0.0031320809915353	0.0031320809915353
EIF4EBP1	chr8:38176540-38177041	5	-0.006567626700700144	0.02017773600958406	3	0.026745362710284205	0.03316310485813368	1.7896829961562715e-05	unsupported	True	0.0028625829765718	0.0028625829765718
EIF4EBP1	chr8:37899360-37899861	6	-0.00801637234089565	0.01260488011683207	0	0.02062125245772772	0.020428399835346688	5.309921591997607e-06	unsupported	True	0.0028238813206269	0.0028238813206269
EIF4EBP1	chr8:38105239-38105740	7	-0.013173254864027888	0.006094130314008353	3	0.01926738517803624	0.025370343241014188	2.9789338485384812e-06	unsupported	True	0.0022083937686169	0.0022083937686169
EIF4EBP1	chr8:38184283-38184784	8	-0.00980947073595895	0.02322817461851712	4	0.03303764535447607	0.03605058654376066	2.7665371355929365e-05	unsupported	True	0.0021542255156974	0.0021542255156974
EIF4EBP1	chr8:38153875-38154376	9	-0.015874126815641564	-0.0005935425960342677	2	0.015280584219607296	0.0265727273756207	0.0	unsupported	True	0.0019682519359162	0.0019682519359162
EIF4EBP1	chr8:38037871-38038372	10	-0.011080399469517442	0.01724508203123043	1	0.028325481500747873	0.03792155679821965	1.8523742015309272e-05	unsupported	True	0.0019302315233231	0.0019302315233231
EIF4EBP1	chr8:37961870-37962371	11	-0.018766452850384294	-0.006820809938437294	2	0.011945642911947	0.023252888442080757	0.0	unsupported	True	0.0019068990516735	0.0019068990516735
EIF4EBP1	chr8:38067047-38067548	12	0.01061814203612959	0.02798938878797644	1	0.017371246751846852	0.024659984326836203	1.198994525939125e-05	unsupported	True	0.0009849714348331	0.0009849714348331
EIF4EBP1	chr8:38175976-38176477	13	-0.004299890614517161	0.010145601929872242	1	0.014445492544389402	0.02706160736836261	3.966100926043953e-06	unsupported	True	0.0008445204113386	0.0008445204113386
EIF4EBP1	chr8:37974032-37974533	14	-0.0014415670839895698	0.05274043598005838	5	0.05418200306404795	0.06781886821020003	0.0001937980085170289	unsupported	True	0.0004412410017398	0.0004412410017398
EIF4EBP1	chr8:37890260-37890761	15	0.00044813179411215087	0.0363709627304393	3	0.03592283093632715	0.041462147238663476	5.417228327647385e-05	unsupported	True	0.0003827431154305	-0.0003827431154305
EIF4EBP1	chr8:37891949-37892450	16	0.002013003005228053	0.02310183976307847	3	0.021088836757850418	0.030341014937195036	1.4781867210654522e-05	unsupported	True	0.0003472336333118	0.0003472336333118
EIF4EBP1	chr8:38142934-38143435	17	-0.016697256728043806	0.029034534860931605	3	0.04573179158897541	0.054833603153277705	7.280812939394474e-05	unsupported	True	0.0001899394956247	0.0001899394956247
EIF4EBP1	chr8:38073085-38073586	18	0.004777611697914693	0.05841600129540821	3	0.053638389597493515	0.059632898889223095	0.0001868501614914925	unsupported	True	0.0001569683786306	-0.0001569683786306
EIF4EBP1	chr8:38134539-38135040	19	0.004877011263650452	0.0539562234709403	5	0.04907921220728985	0.07257626545134657	0.00019219130901743946	unsupported	True	0.0001248137470624	0.0001248137470624
MGST2	chr4:139655186-139655687	0	0.004110206262688207	0.07995345998610971	3	0.0758432537234215	0.0896643627810966	0.0005437184688752485	unsupported	True	0.0069019361005709	0.0069019361005709
MGST2	chr4:139809399-139809900	1	0.021037642537677325	0.06175314662301493	4	0.04071550408533761	0.04465092554144777	0.00011226629063834202	unsupported	True	0.0060550032073291	0.0060550032073291
MGST2	chr4:139763533-139764034	2	0.01770265511346766	0.04893342845367415	3	0.031230773340206488	0.052027912694501896	7.95105552493678e-05	unsupported	True	0.004514331629702	0.004514331629702
MGST2	chr4:139808812-139809313	3	0.0075136557299055875	0.04124710812346171	1	0.03373345239355612	0.05042489284914024	7.01615669494964e-05	unsupported	True	0.0045027077685588	0.0045027077685588
MGST2	chr4:139786903-139787404	4	-0.0038608083270452115	0.04152297714668806	3	0.04538378547373327	0.04771449647000969	8.991653177377403e-05	unsupported	True	0.0044524682580445	0.0044524682580445
MGST2	chr4:139815822-139816323	5	0.021985783040009352	0.053482563730974826	1	0.031496780690965474	0.05052433325217717	8.510968338031947e-05	unsupported	True	0.002349241507332	0.002349241507332
MGST2	chr4:139675131-139675632	6	0.024559737150344863	0.13865812437422348	0	0.11409838722387862	0.1474053687564988	0.002332051454551013	unsupported	True	0.0022193849128841	0.0022193849128841
MGST2	chr4:139740488-139740989	7	0.026680259061191033	0.06687762972004511	0	0.04019737065885408	0.038904152527839755	0.00010458622272880058	unsupported	True	0.0022144583079628	0.0022144583079628
MGST2	chr4:139666861-139667362	8	-0.005341610287774321	0.05205774111500824	3	0.05739935140278256	0.07074963412050145	0.00021140560743887973	unsupported	True	0.0020915204891332	0.0020915204891332
MGST2	chr4:139555092-139555593	9	0.004716521937944679	0.058959057936060155	3	0.054242535998115474	0.055333625708465714	0.0001769618498872913	unsupported	True	0.0018762202320385	0.0018762202320385
MGST2	chr4:139576205-139576706	10	-0.007271691759788171	0.06347560037781329	4	0.07074729213760146	0.07857477261587187	0.0003528578406110534	unsupported	True	0.0017415678592163	0.0017415678592163
MGST2	chr4:139593187-139593688	11	0.024921905718192743	0.04678342851720311	5	0.021861522799010366	0.03944323596134638	4.0340845253950874e-05	unsupported	True	0.0016349701935314	0.0016349701935314
MGST2	chr4:139838137-139838638	12	-0.024004009100911588	0.008626847779417338	5	0.03263085688032893	0.035604402038655274	1.0022690273979748e-05	unsupported	True	0.0015601283118308	0.0015601283118308
MGST2	chr4:139583636-139584137	13	-0.007479196470335063	0.049063817855957204	5	0.05654301432629227	0.0626499436094192	0.0001738044857294784	unsupported	True	0.001330238462673	0.001330238462673
