gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
GABRB3	chr15:26864637-26865138	0	0.033699445211960125	0.05915016471892325	5	0.025450719506963128	0.012886524193513722	1.939955716744171e-05	unsupported	True	0.0387104822462931	0.0387104822462931
GABRB3	chr15:26867592-26868093	1	0.011846158493081682	0.04117156558570441	2	0.029325407092622727	0.03757031955373931	4.53613864790851e-05	unsupported	True	0.0376819753359986	0.0376819753359986
GABRB3	chr15:26640529-26641030	2	0.03404166699367699	0.11892241762552402	1	0.08488075063184702	0.08789985010310603	0.0008872807831004089	unsupported	True	0.0300455773351508	0.0300455773351508
GABRB3	chr15:26901017-26901518	3	-0.04622208583185368	0.05029943348267815	5	0.09652151931453183	0.10227143027495153	0.0004965255174646121	unsupported	True	0.0241563634595402	-0.0241563634595402
GABRB3	chr15:27017164-27017665	4	-0.04007189611085875	0.043668482379730526	5	0.08374037849058927	0.06393352384193542	0.00023379308449756955	unsupported	True	0.0239529174325439	-0.0239529174325439
GABRB3	chr15:26773477-26773978	5	0.01577406143721388	0.06577723523183705	1	0.05000317379462317	0.04260026639871456	0.00014011528057032545	unsupported	True	0.0154650806826604	0.0154650806826604
GABRB3	chr15:26967949-26968450	6	0.01143782925017695	0.042506261392004065	2	0.031068432141827113	0.02083465410229492	2.751430457923956e-05	unsupported	True	0.0135859507012072	0.0135859507012072
GABRB3	chr15:26889207-26889708	7	0.0007276704805666172	0.04468172819789228	5	0.04395405771732567	0.055377608464408715	0.00010875848090524059	unsupported	True	0.0114601838403508	0.0114601838403508
GABRB3	chr15:27045317-27045818	8	0.018248802643108745	0.08579998964993242	1	0.06755118700682368	0.06851492477601118	0.0003971050458799289	unsupported	True	0.0106800233356071	0.0106800233356071
GABRB3	chr15:26620586-26621087	9	0.01314790971450909	0.11418405274745358	2	0.10103614303294449	0.1214989088780282	0.0014016984407203476	unsupported	True	0.0096997295875629	0.0096997295875629
GABRB3	chr15:26974045-26974546	10	0.02070255050879091	0.04614960297040334	2	0.02544705246161243	0.031122169713195362	3.654898501718117e-05	unsupported	True	0.0089333973760418	0.0089333973760418
GABRB3	chr15:26866808-26867309	11	0.016203177243539948	0.056220833300532014	5	0.04001765605699206	0.0417551256713623	9.394176612682476e-05	unsupported	True	0.0080667731174839	0.0080667731174839
GABRB3	chr15:26772383-26772884	12	0.012492196874595846	0.041605045157014506	5	0.02911284828241866	0.029887367591913898	3.620081599119202e-05	unsupported	True	0.0064167254027339	0.0064167254027339
GABRB3	chr15:27061319-27061820	13	0.010785227264633433	0.10816722908360345	1	0.09738200181897001	0.12511873724552264	0.0013179433861010385	unsupported	True	0.0059753546261748	0.0059753546261748
GABRB3	chr15:26521237-26521738	14	0.028863501902095128	0.040083436139118675	4	0.011219934237023547	0.013272792785779631	5.9692197862634145e-06	unsupported	True	0.0058068403594343	0.0058068403594343
GABRB3	chr15:27070829-27071330	15	-0.006937624282460909	0.05428239458471857	2	0.06122001886717948	0.05653722840905042	0.00018788277726880607	unsupported	True	0.0055071299072626	0.0055071299072626
GABRB3	chr15:26772901-26773402	16	0.0031897747335533585	0.04461253301271327	5	0.041422758279159914	0.03814641165166983	7.049358345650277e-05	unsupported	True	0.004663607738979	0.004663607738979
GABRB3	chr15:26934743-26935244	17	0.009734417851924915	0.1822750159919534	2	0.17254059814002848	0.1910310771375867	0.00600789686549349	unsupported	True	0.0038782206648196	0.0038782206648196
GABRB3	chr15:26662296-26662797	18	0.009491371939886695	0.07886298209394771	1	0.06937161015406101	0.05786918049579938	0.00031659372471300754	unsupported	True	0.0037678974072495	0.0037678974072495
GABRB3	chr15:26438306-26438807	19	0.01628881438109354	0.04588481601906774	0	0.0295960016379742	0.049064744836715586	6.663027136016966e-05	unsupported	True	0.0033909646852301	0.0033909646852301
NCALD	chr8:101817594-101818095	0	0.02196253028256895	0.03501970955789999	3	0.013057179275331045	0.01858791917328414	8.499486378912514e-06	unsupported	True	0.0358774184864217	0.0358774184864217
