gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
FRYL	chr4:48801818-48802319	0	-0.006253593808705097	0.030762311682314736	3	0.03701590549101983	0.03865409565253347	4.401521856545743e-05	unsupported	True	0.0208484526444617	0.0208484526444617
FRYL	chr4:48483043-48483544	1	0.012609607505334236	0.05373541600261962	0	0.041125808497285386	0.059264488548239624	0.00013096932978452677	unsupported	True	0.009763403605849	0.009763403605849
FRYL	chr4:48653668-48654169	2	0.023430570878652163	0.07133560552049537	0	0.0479050346418432	0.04965278437956537	0.0001696801807108076	unsupported	True	0.0086261710591468	0.0086261710591468
FRYL	chr4:48538258-48538759	3	0.012459070126252058	0.07367974241255451	0	0.06122067228630245	0.08261058957885042	0.0003726335165583771	unsupported	True	0.0062784942311676	0.0062784942311676
FRYL	chr4:48780166-48780667	4	0.020791506418431423	0.09019636697881744	0	0.06940486056038603	0.0807000624932917	0.000505187739460859	unsupported	True	0.0057342234992378	-0.0057342234992378
FRYL	chr4:48830767-48831268	5	0.018711034013584295	0.09592828211105503	0	0.07721724809747074	0.09081023960745822	0.0006726603187357037	unsupported	True	0.0055972930732366	-0.0055972930732366
FRYL	chr4:48578323-48578824	6	0.022148548019434434	0.09825810218838912	0	0.0761095541689547	0.09033564506665545	0.0006755643130655315	unsupported	True	0.0049491007512529	0.0049491007512529
FRYL	chr4:48470520-48471021	7	0.001489236264941821	0.03913686775596292	4	0.0376476314910211	0.03171942297957622	4.6735726906782196e-05	unsupported	True	0.0038045615022471	0.0038045615022471
FRYL	chr4:48849838-48850339	8	0.024863434011187995	0.0850090799112258	0	0.060145645900037806	0.06756119930118054	0.0003454354137567587	unsupported	True	0.0033575459159606	0.0033575459159606
FRYL	chr4:48786429-48786930	9	0.0200595043724738	0.05181732703733587	1	0.031757822664862066	0.04306727689283158	7.087174699353575e-05	unsupported	True	0.0031406539056391	0.0031406539056391
FRYL	chr4:48462390-48462891	10	-0.004387068822584746	0.035404887893245016	4	0.03979195671582976	0.031687035776864825	4.464163921703152e-05	unsupported	True	0.0024940472618814	0.0024940472618814
FRYL	chr4:48691701-48692202	11	0.008140057791614393	0.06266698375808025	0	0.054526925966465856	0.054499113135876485	0.0001862255396751649	unsupported	True	0.0020062189735281	0.0020062189735281
