gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
ZNF503	chr10:75409405-75409906	0	0.07276281954761266	0.07624210984161747	4	0.0034792902940048165	0.05886359866426455	1.5614654564659155e-05	unsupported	True	0.0137155402279388	0.0137155402279388
ZNF503	chr10:75284145-75284646	1	0.07897965232928747	0.10008211540799074	4	0.021102463078703268	0.08270405536393335	0.00017466924015504135	unsupported	True	0.0132332404542833	0.0132332404542833
ZNF503	chr10:75283113-75283614	2	0.08123559276862513	0.0959699062109935	4	0.014734313442368363	0.05911385464516473	8.358998630802015e-05	unsupported	True	0.0107675944163738	0.0107675944163738
ZNF503	chr10:75403587-75404088	3	0.06094342157739722	0.10347686258363667	0	0.04253344100623945	0.08177546771349986	0.0003599123989088726	unsupported	True	0.010293630881286	0.010293630881286
ZNF503	chr10:75408097-75408598	4	0.06070923463488774	0.06554652064332396	0	0.00483728600843622	0.04235586089510564	1.3429657064322244e-05	unsupported	True	0.0099359920473985	0.0099359920473985
ZNF503	chr10:75395260-75395761	5	0.05275820872988223	0.05764240776977976	0	0.0048841990398975285	0.054363788979902294	1.5305417660447365e-05	unsupported	True	0.0087395423750677	0.0087395423750677
ZNF503	chr10:75295421-75295922	6	0.04212754260201579	0.07759064046455742	5	0.035463097862541634	0.05941057376754561	0.00016347440070121265	unsupported	True	0.0083299162291633	0.0083299162291633
ZNF503	chr10:75294802-75295303	7	0.054254963145950706	0.07252501890563594	5	0.01827005575968523	0.04932543865581453	6.535798880963643e-05	unsupported	True	0.0078044500226777	0.0078044500226777
ZNF503	chr10:75542824-75543325	8	0.08152220228657411	0.09928162031669484	4	0.017759418030120724	0.0783565292095561	0.00013815696276290066	unsupported	True	0.006640945383688	0.006640945383688
ZNF503	chr10:75283630-75284131	9	0.07410221113357196	0.09520788953509685	4	0.021105678401524886	0.0752785388836817	0.0001512667359168399	unsupported	True	0.005961626591767	0.005961626591767
ZNF503	chr10:75401605-75402106	10	0.051707378873285754	0.05814081460602881	4	0.006433435732743055	0.03750016217111836	1.4026755442473028e-05	unsupported	True	0.0059024845875882	0.0059024845875882
ZNF503	chr10:75408898-75409399	11	0.0714178920043633	0.07417081964070882	4	0.00275292763634552	0.04732438755184517	9.663019950717521e-06	unsupported	True	0.0048881765142757	0.0048881765142757
ZNF503	chr10:75378329-75378830	12	0.009285175597519738	0.056425081035653704	5	0.04713990543813397	0.07237892093461873	0.00019251873643110357	unsupported	True	0.0042114440397619	0.0042114440397619
ZNF503	chr10:75402118-75402619	13	0.023847421442718685	0.04394715973523092	5	0.020099738292512232	0.04385156524771879	3.873524567584502e-05	unsupported	True	0.0041293997412886	0.0041293997412886
ZNF503	chr10:75542042-75542543	14	0.06811425791555097	0.0966272826600242	0	0.02851302474447323	0.09130121949184605	0.00025154728593081307	unsupported	True	0.0040584096473684	0.0040584096473684
