gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
AZIN1	chr8:102806350-102806851	0	-0.013864071138337536	0.041161489171344406	5	0.05502556030968194	0.05621312545071511	0.00012731901935133163	unsupported	True	0.0106849139991253	0.0106849139991253
AZIN1	chr8:102781091-102781592	1	-0.011984279672204686	0.07496649298912937	4	0.08695077266133405	0.11115199267022133	0.0007245325364757528	unsupported	True	0.0044527770625496	0.0044527770625496
AZIN1	chr8:102864003-102864504	2	-0.01842619802790784	0.03701838113637276	5	0.055444579164280604	0.06776961497563877	0.00013909500429455006	unsupported	True	0.004122806691951	-0.004122806691951
AZIN1	chr8:102774437-102774938	3	-0.030520311464164514	0.010034664621411936	5	0.04055497608557645	0.03833142733320812	1.5599188386285163e-05	unsupported	True	0.0034246750134262	0.0034246750134262
AZIN1	chr8:102862878-102863379	4	-0.008384227129976867	0.05645792514901171	5	0.06484215227898858	0.06236175946504084	0.00022829725791210728	unsupported	True	0.0029661044769838	0.0029661044769838
AZIN1	chr8:102702567-102703068	5	-0.014383191388192324	0.11357329625958339	4	0.1279564876477757	0.14170336330517405	0.002059295636360756	unsupported	True	0.0028526370890567	-0.0028526370890567
AZIN1	chr8:103020760-103021261	6	-0.022023657144012217	0.028937838839402225	5	0.05096149598341444	0.06378471462253574	9.406431100259531e-05	unsupported	True	0.0027792478003936	-0.0027792478003936
AZIN1	chr8:102817929-102818430	7	0.0053375601594723154	0.09656107354771197	0	0.09122351338823965	0.10463394368712291	0.0009216827820630629	unsupported	True	0.0022752289160095	0.0022752289160095
AZIN1	chr8:102847608-102848109	8	-0.02149383902089904	0.024153604443154352	5	0.04564744346405339	0.03879147972567695	4.2769557347999855e-05	unsupported	True	0.0020611388507221	0.0020611388507221
AZIN1	chr8:102920614-102921115	9	-0.00538655696027156	0.08119790693812186	0	0.08658446389839342	0.09752822759595012	0.0006856699845570408	unsupported	True	0.0016091247695568	0.0016091247695568
AZIN1	chr8:102902638-102903139	10	0.009866665485105272	0.10642441344253786	0	0.09655774795743259	0.11340497766340585	0.0011653610825875617	unsupported	True	0.0012171600797123	0.0012171600797123
AZIN1	chr8:102728402-102728903	11	-0.00699463474517706	0.036026795559559274	5	0.04302143030473633	0.04833642520672479	7.491779875926962e-05	unsupported	True	0.0010289617615967	0.0010289617615967
AZIN1	chr8:102810706-102811207	12	-0.012618072036786688	0.041732605521662726	5	0.05435067755844941	0.05427137804846735	0.0001230980893021192	unsupported	True	0.0008888239542689	-0.0008888239542689
AZIN1	chr8:102963623-102964124	13	-0.010338875114880314	0.0522548003007811	1	0.06259367541566141	0.07801315522714036	0.00025516698907726207	unsupported	True	0.0008839959048036	-0.0008839959048036
AZIN1	chr8:102729505-102730006	14	0.0017888908510662266	0.10725638428551672	0	0.10546749343445048	0.11850007221242231	0.0013404801645155212	unsupported	True	0.0008839256090157	0.0008839256090157
AZIN1	chr8:102968457-102968958	15	-0.03775640445590331	-0.006202881038553792	1	0.031553523417349516	0.04067192198809443	0.0	unsupported	True	0.0008788969095207	-0.0008788969095207
AZIN1	chr8:102786903-102787404	16	5.24889971821343e-06	0.07003270443947289	5	0.07002745553975467	0.05955052975314021	0.0002920484283661876	unsupported	True	0.0008539685413711	0.0008539685413711
AZIN1	chr8:102894438-102894939	17	0.00656023206058027	0.17234313845898894	0	0.16578290639840867	0.1477617556479749	0.004221781856393662	unsupported	True	0.0008442434633773	0.0008442434633773
