gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
RAD18	chr3:9014144-9014645	0	0.014936885683165426	0.04805405849293708	0	0.03311717280977165	0.050229116344294375	7.99353470521622e-05	unsupported	True	0.0047581668624858	0.0047581668624858
RAD18	chr3:8769270-8769771	1	0.006960301053147188	0.06210950748915645	1	0.05514920643600926	0.08619689246889256	0.0002952493581282671	unsupported	True	0.0046108180718513	0.0046108180718513
RAD18	chr3:8767701-8768202	2	0.00020361014737002863	0.0705353354034081	1	0.07033172525603808	0.09484844575340366	0.0004705309826986019	unsupported	True	0.004366924947545	0.004366924947545
RAD18	chr3:8645603-8646104	3	-0.00301429512867253	0.06369183885686121	1	0.06670613398553374	0.07486350740514688	0.0003180678178446448	unsupported	True	0.0022708415251551	0.0022708415251551
RAD18	chr3:8990758-8991259	4	0.01685012764763834	0.09925819667772755	0	0.08240806903008921	0.11406751017272805	0.0009330353122541862	unsupported	True	0.0010314100402927	0.0010314100402927
RAD18	chr3:9098695-9099196	5	0.009099684224283856	0.08568012241901429	0	0.07658043819473044	0.06957149162258378	0.00045648786835670674	unsupported	True	0.0010240949864073	-0.0010240949864073
RAD18	chr3:8752865-8753366	6	0.00846391474231158	0.04831994978645262	0	0.039856035044141036	0.0464358630585673	8.942811736825079e-05	unsupported	True	0.0009930291085816	0.0009930291085816
RAD18	chr3:8759241-8759742	7	-0.005841949733172282	0.03772675161068119	1	0.043568701343853475	0.04525265505608036	7.438204133585541e-05	unsupported	True	0.0009600275679502	0.0009600275679502
RAD18	chr3:8798703-8799204	8	0.024439707512959905	0.09311089859201879	0	0.06867119107905889	0.08514085334919312	0.0005443937076731594	unsupported	True	0.0007016440630507	0.0007016440630507
RAD18	chr3:8963270-8963771	9	0.008336100811086497	0.05439316765283865	1	0.046057066841752155	0.0752099536993122	0.0001884152057313452	unsupported	True	0.0006256071515921	-0.0006256071515921
RAD18	chr3:9026657-9027158	10	-0.015935079308017432	0.012723749598439046	0	0.028658828906456477	0.04181435292320008	1.5247510245967231e-05	unsupported	True	0.0006206326848224	-0.0006206326848224
RAD18	chr3:8746691-8747192	11	0.003659826248041371	0.06697129378921125	0	0.06331146754116988	0.06475178167872499	0.00027455084972541436	unsupported	True	0.0005651535577722	0.0005651535577722
RAD18	chr3:8970907-8971408	12	0.005834037085416698	0.07964139343320462	0	0.07380735634778791	0.10985210726215594	0.0006457239462030162	unsupported	True	0.0005462216586413	0.0005462216586413
RAD18	chr3:8658185-8658686	13	0.015258627043666687	0.08703591533266294	0	0.07177728828899625	0.09189113330863785	0.0005740624705317652	unsupported	True	0.0005318775317638	0.0005318775317638
RAD18	chr3:9108817-9109318	14	0.007026447485524587	0.04641367939414142	0	0.039387231908616836	0.08264693798710045	0.00015108739247527878	unsupported	True	0.0004788183929561	0.0004788183929561
RAD18	chr3:8662801-8663302	15	0.023554129209614482	0.11084648360376166	0	0.08729235439414718	0.14648262535764267	0.0014173732847400004	unsupported	True	0.0004724868822611	0.0004724868822611
RAD18	chr3:8709440-8709941	16	0.007027615098689823	0.04246088635975739	0	0.035433271261067566	0.05302071007540937	7.977114842214134e-05	unsupported	True	0.0004535829406287	0.0004535829406287
RAD18	chr3:8824062-8824563	17	0.025436435448985998	0.1254155902945169	0	0.09997915484553091	0.11307524456278224	0.001417844241010571	unsupported	True	0.000416369485835	0.000416369485835
RAD18	chr3:9064770-9065271	18	-0.007465040219174201	0.04832384891052989	0	0.05578888912970409	0.06760257751315836	0.00018225207701022273	unsupported	True	0.000388529211613	-0.000388529211613
RAD18	chr3:9034201-9034702	19	0.008292444850410996	0.06321517599555812	1	0.054922731145147126	0.06861349920998153	0.0002382226465067622	unsupported	True	0.0003789416611829	0.0003789416611829
CYP3A7	chr7:99580074-99580575	0	-0.015530330623987749	0.0	0	0.015530330623987749	0.0	0.0	unsupported	True	0.0114932845639004	0.0114932845639004
CYP3A7	chr7:99558346-99558847	1	-0.016481891548486702	0.0	0	0.016481891548486702	0.0	0.0	unsupported	True	0.0049369595493115	-0.0049369595493115
CYP3A7	chr7:99631667-99632168	2	-0.010543911312050043	0.0	0	0.010543911312050043	0.0	0.0	unsupported	True	0.0027446269086022	0.0027446269086022
CYP3A7	chr7:99579571-99580072	3	-0.010554731155598397	0.0	0	0.010554731155598397	0.0	0.0	unsupported	True	0.0020858322725784	0.0020858322725784
CYP3A7	chr7:99603556-99604057	4	-0.01424720839976355	0.0	0	0.01424720839976355	0.0	0.0	unsupported	True	0.0017781724021319	0.0017781724021319
CYP3A7	chr7:99616641-99617142	5	-0.016817562391769736	0.0	0	0.016817562391769736	0.0	0.0	unsupported	True	0.0013623604099921	0.0013623604099921
CYP3A7	chr7:99761582-99762083	6	-0.010538953485407683	0.0	0	0.010538953485407683	0.0	0.0	unsupported	True	0.0005251175861621	-0.0005251175861621
CYP3A7	chr7:99678952-99679453	7	-0.00816420534928376	0.0	0	0.00816420534928376	0.0	0.0	unsupported	True	0.0003881856143979	0.0003881856143979
CYP3A7	chr7:99833460-99833961	8	-0.0073346042653304935	0.0	0	0.0073346042653304935	0.0	0.0	unsupported	True	0.000330745934411	0.000330745934411
CYP3A7	chr7:99679742-99680243	9	-0.013825756886124236	0.0	0	0.013825756886124236	0.0	0.0	unsupported	True	0.0002518086519069	-0.0002518086519069
CYP3A7	chr7:99859411-99859912	10	-0.006616977441324561	0.0	0	0.006616977441324561	0.0	0.0	unsupported	True	0.0001317222314636	0.0001317222314636
CYP3A7	chr7:99838209-99838710	11	-0.0014166045455108933	0.0	0	0.0014166045455108933	0.0	0.0	unsupported	True	9.67713629133924e-05	-9.67713629133924e-05
CYP3A7	chr7:99629223-99629724	12	-0.007095203498755311	0.0	0	0.007095203498755311	0.0	0.0	unsupported	True	5.801271295118768e-05	5.801271295118768e-05
FBLN5	chr14:91947362-91947863	0	0.03503666015743154	0.08630350228844323	2	0.051266842131011695	0.07659208099166236	0.0003388822771656498	unsupported	True	0.0043205809579208	0.0043205809579208
