gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	prior_score	prior_signed_score
SLC1A3	chr5:36693006-36693507	0	0.2498702574887263	0.2614321364855374	4	0.011561878996811	0.1569686609029751	0.0004744608092649	unsupported	True	0.0700013961407847	0.0700013961407847
SLC1A3	chr5:36522172-36522673	1	0.2856160270289213	0.3031472660231155	4	0.0175312389941941	0.1855816096962689	0.0009862822188172	unsupported	True	0.0671637937881849	0.0671637937881849
SLC1A3	chr5:36606310-36606811	2	0.2248823283819103	0.2241820980984071	4	-0.0007002302835032	0.1351742784502831	0.0	unsupported	True	0.0557879704920547	0.0557879704920547
SLC1A3	chr5:36495046-36495547	3	0.2721117018390961	0.2765106773601044	4	0.0043989755210082	0.1259244059700399	0.0001531698764925	unsupported	True	0.0546345691215663	0.0546345691215663
SLC1A3	chr5:36690021-36690522	4	0.2395445577781615	0.2633743019007676	4	0.0238297441226061	0.1804405085823654	0.001132470294611	unsupported	True	0.0407757760488316	0.0407757760488316
SLC1A3	chr5:36610598-36611099	5	0.2463486514755902	0.2257398588317101	4	-0.0206087926438801	0.0746029225210269	0.0	unsupported	True	0.0377439966552441	0.0377439966552441
SLC1A3	chr5:36570218-36570719	6	0.2798885244383512	0.2859358274620544	4	0.0060473030237032	0.1508277616860497	0.0002608024054329	unsupported	True	0.0349343091010867	0.0349343091010867
SLC1A3	chr5:36597494-36597995	7	0.2908993829001499	0.3162584673699721	4	0.0253590844698222	0.1953870211317279	0.0015670088309495	unsupported	True	0.0325587556295217	0.0325587556295217
SLC1A3	chr5:36521663-36522164	8	0.2827011874430307	0.2980237307762317	4	0.0153225433332009	0.1804978419009847	0.0008242400610906	unsupported	True	0.030796736832021	0.030796736832021
SLC1A3	chr5:36657729-36658230	9	0.2168319254022077	0.1910645482214669	1	-0.0257673771807407	0.0906596776888584	0.0	unsupported	True	0.0303323170695134	0.0303323170695134
SLC1A3	chr5:36535798-36536299	10	0.2762911416056744	0.2930626990997811	4	0.0167715574941067	0.1491799401276587	0.0007332369951358	unsupported	True	0.0287330826348775	0.0287330826348775
SLC1A3	chr5:36655128-36655629	11	0.2090313487711259	0.1847653397079565	4	-0.0242660090631693	0.1361161116366706	0.0	unsupported	True	0.0256607301145946	0.0256607301145946
SLC1A3	chr5:36590545-36591046	12	0.1758086311054058	0.1489746658799649	1	-0.0268339652254409	0.0781846734118693	0.0	unsupported	True	0.0243353209177372	0.0243353209177372
SLC1A3	chr5:36530178-36530679	13	0.2989161345724076	0.315283026169606	4	0.0163668915971983	0.1647015149688151	0.0008498932700527	unsupported	True	0.022025310006284	0.022025310006284
SLC1A3	chr5:36537637-36538138	14	0.1996529885009922	0.1845936126745444	4	-0.0150593758264477	0.1102799497688509	0.0	unsupported	True	0.0132462069269529	0.0132462069269529
SLC1A3	chr5:36496468-36496969	15	0.2243810779634407	0.1893381712762413	4	-0.0350429066871993	0.0595717496356816	0.0	unsupported	True	0.0129744347652377	0.0129744347652377
SLC1A3	chr5:36662202-36662703	16	0.2687839144522506	0.2838514741786607	4	0.0150675597264101	0.1491788560997484	0.000638030365476	unsupported	True	0.01251058892959	0.01251058892959
SLC1A3	chr5:36523842-36524343	17	0.1705555318030465	0.237763907870705	4	0.0672083760676585	0.2116259778344421	0.0033817251689497	unsupported	True	0.0069775593320341	0.0069775593320341
SLC1A3	chr5:36606927-36607428	18	0.2355816513930776	0.2343473735933684	4	-0.0012342777997091	0.151824881467129	0.0	unsupported	True	0.0066984702700711	0.0066984702700711
SLC1A3	chr5:36744535-36745036	19	0.2069897402483561	0.2148339301874212	4	0.007844189939065	0.1424605111643231	0.0002400741903958	unsupported	True	0.0061830020369501	0.0061830020369501
SLC4A4	chr4:71698000-71698501	0	0.1835504431048315	0.2148009989046845	4	0.0312505557998529	0.1464824470392484	0.0009832854863202	unsupported	True	0.0970362459272187	0.0970362459272187
SLC4A4	chr4:71274913-71275414	1	0.1752626842597464	0.257507869155092	4	0.0822451848953456	0.1831144525752964	0.0038781411290291	unsupported	True	0.0931949939599376	0.0931949939599376
SLC4A4	chr4:71217671-71218172	2	0.1490434382324891	0.1872324867737522	4	0.038189048541263	0.1485761481268556	0.0010623537097579	unsupported	True	0.0732323169696034	0.0732323169696034
SLC4A4	chr4:71487275-71487776	3	0.1839719811440358	0.2286991818430659	4	0.04472720069903	0.1511125383090245	0.0015457413678198	unsupported	True	0.0487064509019442	0.0487064509019442
SLC4A4	chr4:71426146-71426647	4	0.184784551714903	0.2482440356257619	4	0.0634594839108589	0.1715712341900432	0.00270283686641	unsupported	True	0.0360147902893756	0.0360147902893756
SLC4A4	chr4:71296908-71297409	5	0.1781498077789156	0.2375214832340352	4	0.0593716754551196	0.1527078507052144	0.0021534935041772	unsupported	True	0.0317122590951691	0.0317122590951691
SLC4A4	chr4:71186394-71186895	6	0.178912207768163	0.2367633635674347	4	0.0578511557992716	0.1597288002128806	0.0021878108445596	unsupported	True	0.0271639872836517	0.0271639872836517
SLC4A4	chr4:71231023-71231524	7	0.143511282980758	0.1920580972196335	4	0.0485468142388754	0.1410621066832421	0.0013152361072376	unsupported	True	0.0229321565097926	0.0229321565097926
SLC4A4	chr4:71354917-71355418	8	-0.0100407400118529	0.0207816420267751	3	0.0308223820386281	0.0327956795241001	2.100693504962853e-05	unsupported	True	0.0217223449766271	0.0217223449766271
