panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E12	chr19:54473065-54473566	0.4375450111580367	0.12518885623602638	0.3403995888057689	0.13274290578120684	0.0206731154282775	[-36412]
E20	chr19:54402460-54402961	0.1831391427193811	0.11186848305799316	0.3192850212745891	0.13114038950631815	0.0061634497610014	[12509]
E4	chr19:54435892-54436393	0.4482056834976615	0.3134462471067443	0.4293148584960176	0.11149662889788439	0.0825061298121892	[0]
E5	chr19:54429865-54430366	0.4391410047028765	0.29037302762521283	0.428505877197087	0.10890740838837114	0.0822831235237334	[0]
E13	chr19:54266001-54266502	0.244492686161535	0.11787064158531686	0.416744308489519	0.10490881919784056	0.021796200892276	[148967]
E2	chr19:54420944-54421445	0.4341382968661972	0.2943992679097926	0.4322220281580195	0.10064298448638416	0.0976564029582163	[0]
E3	chr19:54439361-54439862	0.4256645535685727	0.28831902439259016	0.4288544953116218	0.09956945001648601	0.0956922456398448	[-2708]
E1	chr19:54430772-54431273	0.4369222185894911	0.2845248189987574	0.43488028135882145	0.09742427359907825	0.1030813452365616	[0]
E8	chr19:54398857-54399358	0.5058066037833094	0.2975744189533424	0.42948163338541423	0.0965489393665088	0.0659634653337949	[16111]
E7	chr19:54388205-54388706	0.4209068180359349	0.2818869362550324	0.4308204931104121	0.0911958829037029	0.0811741618871065	[26763]
E10	chr19:54418092-54418593	0.4341493661540002	0.2105736053770757	0.42762621774979914	0.09016588306858021	0.05010354938731	[0]
E11	chr19:54462928-54463429	0.3893643569659472	0.21190766631431326	0.4321028591916407	0.0892316761101298	0.0317728113467468	[-26274]
E6	chr19:54420265-54420766	0.4259946628995967	0.30166836208676956	0.42921540651548173	0.08404371290856492	0.0825207670294197	[0]
E9	chr19:54415143-54415644	0.4039309639917405	0.16209409782349446	0.43747677157854503	0.08388731750324718	0.0691240016337736	[0]
