panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E27	chr5:36507288-36507789	0.5751146524224781	0.13083421194557307	0.2988122858256973	0.29561859242814115	0.0022124531309086	[89050]
E23	chr5:36452237-36452738	0.5623159252036222	0.19191490938377334	0.3103814160271537	0.2769492245876618	0.0060969942722717	[144100]
E7	chr5:36570218-36570719	0.7601628937485101	0.297454765291484	0.35261743222336456	0.15971503570655113	0.0459563461836698	[26120]
E14	chr5:36530178-36530679	0.7193443042864897	0.3149600513762708	0.34550497379374606	0.15952172197353034	0.0306185923417169	[66160]
E9	chr5:36521663-36522164	0.7560587873403529	0.29720052208574016	0.32839547504830047	0.14678677886470953	0.0407332569208767	[74674]
E11	chr5:36535798-36536299	0.6750143603020872	0.2954046807439543	0.3549573937053954	0.14123190406060704	0.0425666242448807	[60540]
E2	chr5:36522172-36522673	0.7649105526717273	0.3003190782902738	0.3316227950653115	0.13805669766517628	0.0878060755647717	[74166]
E8	chr5:36597494-36597995	0.7635132970007118	0.30767874162679176	0.3539366921200394	0.13782824513139302	0.042643338049804	[0]
E15	chr5:36537637-36538138	0.6901313341290526	0.2151380390388237	0.3021156619694414	0.1377514347319653	0.0191937480185125	[58700]
E29	chr5:36777037-36777538	0.3601242670754626	0.10790401408480971	0.3444384948018814	0.13582978555223021	0.0014411125142106	[-88954]
E6	chr5:36610598-36611099	0.6985441173261936	0.2655909992513392	0.3356167938628306	0.12175138966598666	0.0540323735023584	[0]
E25	chr5:36614298-36614799	0.608709531351294	0.20470812229406612	0.3427254994818348	0.12136130942687083	0.0045080091449708	[0]
E18	chr5:36523842-36524343	0.5872553091025003	0.18351446695196555	0.35309033255761535	0.11791654898547405	0.01188164538299	[72496]
E20	chr5:36744535-36745036	0.5522025640393305	0.2235442487985368	0.3524610518323639	0.11698547948082945	0.0111969817592331	[-56452]
E22	chr5:36696007-36696508	0.5332201764311797	0.17661586062763174	0.3505197298894271	0.11678643032805125	0.0064796009008967	[-7924]
E12	chr5:36655128-36655629	0.6303948691384631	0.22369135925595032	0.35629379439344155	0.11301612037152095	0.0407058042043778	[0]
E24	chr5:36680026-36680527	0.5790493311006837	0.1433992762705438	0.3129596637808788	0.11260650967394718	0.0056633018288218	[0]
E13	chr5:36590545-36591046	0.6593121002768315	0.19050166500230237	0.34022383430137054	0.11257435247648766	0.0369101688070329	[5792]
E19	chr5:36606927-36607428	0.5534814832977057	0.25301973109616027	0.3656380877018937	0.10611133889242343	0.0121024288475937	[0]
E4	chr5:36495046-36495547	0.6423141163693616	0.29178486235057355	0.3533906946416563	0.09859956672626222	0.085058957493235	[101292]
E26	chr5:36684072-36684573	0.4105905884714102	0.10164567008635902	0.3658325655951704	0.09741784124634842	0.0040543733723127	[0]
E28	chr5:36681394-36681895	0.1453917382558312	0.14427460804965409	0.35186769245481003	0.09464075687405155	0.0058970179628195	[0]
E16	chr5:36496468-36496969	0.6894547047498459	0.2426098843687257	0.3214581794168185	0.09054250219462973	0.0188184005067385	[99870]
E5	chr5:36690021-36690522	0.5918860149576942	0.25605199078483276	0.3669899864980835	0.08890753815186965	0.0688912645650973	[-1938]
E33	chr5:36632679-36633180	0.1659663132053535	0.12411769740236689	0.3464404394204695	0.0857554275623641	0.0015252726448371	[0]
E10	chr5:36657729-36658230	0.5731990906564001	0.2342343725051533	0.330239369959323	0.0832632840811781	0.0529175945390602	[0]
E1	chr5:36693006-36693507	0.6042714653332242	0.26745178844148065	0.36917423213380435	0.08172998644954524	0.115844285485469	[-4922]
E17	chr5:36662202-36662703	0.5951257485413551	0.28765735414991767	0.3667920361001808	0.08132726126135582	0.0210217570996605	[0]
E3	chr5:36606310-36606811	0.5822200825877659	0.24221883950699236	0.354396429099237	0.07544982693791812	0.0958193854188207	[0]
