panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E10	chr8:24848417-24848918	0.3138312830687185	0.23389156737787276	0.3106316584205377	0.3245520725712586	0.0140419947639082	[65090]
E3	chr8:25021594-25022095	0.0900267473806847	0.19880349649308796	0.2900466219203907	0.32415030312090026	0.154094946767556	[-102746]
E23	chr8:25033468-25033969	0.0122923804655358	0.2133289187889382	0.2806961539627411	0.309863663969166	0.1082023023071614	[-114620]
E27	chr8:24832194-24832695	0.2135338221002395	0.2192827367631299	0.3359619183720532	0.2831699111115591	0.0039002701371425	[81314]
E26	chr8:24963464-24963965	0.2143548968156857	0.23483578503051894	0.3290720768163689	0.2749444277880463	0.0045109506251965	[-44616]
E19	chr8:24773793-24774294	0.2017642506885265	0.25250903322071705	0.38399736503535903	0.26393764532869535	0.0083655461976463	[139714]
E18	chr8:24886821-24887322	0.1184858720419419	0.12994027803969865	0.39204617019267896	0.2567716311878398	0.0172889788092632	[26686]
E24	chr8:24999050-24999551	0.1351831506299378	0.2204616661980572	0.3453015424356089	0.24377443176399874	0.0086845490226531	[-80202]
E28	chr8:25034605-25035106	0.0605675648654239	0.13188068940573652	0.38255199075173063	0.22433843131269957	0.0130689914196576	[-115758]
E33	chr8:25010086-25010587	0.1286010518819761	0.1369729126912783	0.42474532339318094	0.21364141593350447	0.0040975533063057	[-91238]
E21	chr8:24955004-24955505	0.2296416613886391	0.1960744580656082	0.4154110426930413	0.20619928791321113	0.0061793677717337	[-36156]
E25	chr8:24891715-24892216	0.1293202344467942	0.10035432112352019	0.42414883250248786	0.2030744896625695	0.0089313343005474	[21792]
E4	chr8:24914011-24914512	0.2087199993553831	0.1214923542248952	0.4431543552279794	0.20288069114910723	0.0566493636632443	[0]
E6	chr8:25064194-25064695	0.2935370839462199	0.15419704124158648	0.4039167892518175	0.2021490963950256	0.03277858385707	[-145346]
E16	chr8:24767816-24768317	0.221259079075815	0.14099380935027706	0.42251797059074714	0.20089609111726356	0.0097456703751536	[145692]
E37	chr8:24862389-24862890	0.1006503934283127	0.20638982055891766	0.32847847622202125	0.19827031760343988	0.0021717236112983	[51118]
E31	chr8:24965559-24966060	0.1024790994050016	0.17509357390659852	0.4410525220721659	0.19391047178406356	0.0056767362607708	[-46712]
E1	chr8:25065472-25065973	0.1861830174370838	0.13120189491961842	0.42849642719433617	0.1923359967696571	0.1566766340052308	[-146624]
E17	chr8:24961381-24961882	0.2330536686962121	0.2544215934804578	0.41993301059004484	0.19224389769439948	0.0092076047005779	[-42534]
E8	chr8:24941810-24942311	0.2484466853719205	0.25831019094188	0.43853092628212303	0.19195250873408382	0.021922591333133	[-22962]
E9	chr8:24977627-24978128	0.0840482105468373	0.15482496289120018	0.4494052762427919	0.1865612753830259	0.0602801029214246	[-58780]
E20	chr8:24766963-24767464	0.1587294932421186	0.11638443280745318	0.4194878966496155	0.18467538094961683	0.0094349871542247	[146544]
E2	chr8:25000555-25001056	0.2693850944358976	0.2198576899930465	0.44181629273803136	0.1840346639627911	0.058932551452071	[-81708]
E15	chr8:24957261-24957762	0.2314951203232394	0.16315536150832252	0.44466419815413716	0.18393219848031564	0.0099533082166429	[-38414]
E22	chr8:24942377-24942878	0.2298112294986674	0.2437694713512719	0.4369822639404935	0.18346033538068957	0.0061510803708335	[-23530]
E12	chr8:25050750-25051251	0.2580329850301713	0.198827232720987	0.4406430151571555	0.17979526565346463	0.0149525702948247	[-131902]
E7	chr8:24956425-24956926	0.2397063482508122	0.19002786149192136	0.4510009226801002	0.17609493239530274	0.031471148196747	[-37578]
E5	chr8:24913446-24913947	0.2412967908346846	0.1591711655450155	0.4546730149771986	0.17527390789370068	0.0461697145408764	[62]
E11	chr8:24999848-25000349	0.2324078703274663	0.10912956574511141	0.45238371653729603	0.16854399751885177	0.0186746486586936	[-81000]
