panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E5	chr7:137395951-137396452	0.3911434960902568	0.41597386230670175	0.5206829154874575	0.15377581873698823	0.0723003505395864	[52428]
E3	chr7:137283092-137283593	0.4950192604859141	0.42565262698329204	0.5277757306407194	0.14365631147402502	0.0753194201486465	[0]
E12	chr7:137434935-137435436	0.3520446649532483	0.37492157252206554	0.5355587755584076	0.13881605784385534	0.0395061912211312	[91412]
E21	chr7:137237983-137238484	0.3827830935218003	0.34473262971715435	0.5101057055761783	0.1369142375305134	0.0142286861185673	[0]
E6	chr7:137354806-137355307	0.4500982059950725	0.4217701245087272	0.5327779162360274	0.1311291190150144	0.0595879057889405	[11282]
E1	chr7:137241687-137242188	0.4671048736291813	0.4222285579845952	0.5246691840202362	0.1306943244836408	0.0882116661116421	[0]
E11	chr7:137209343-137209844	0.4105610142518294	0.34832801446315304	0.5107700431939988	0.13051292203838938	0.0386527488071147	[-17747]
E15	chr7:137316571-137317072	0.3787732326639923	0.35370039612329257	0.5334622972550565	0.12737193721363083	0.0264791519926027	[0]
E14	chr7:137354280-137354781	0.4021604757679027	0.3743817622369989	0.5205988354541561	0.12710623604214163	0.0252595960646161	[10756]
E22	chr7:137304831-137305332	0.2871045197324364	0.396379765090091	0.5239439646161916	0.12376083421157874	0.0189339482447725	[0]
E13	chr7:137276117-137276618	0.4045366120431878	0.2993484641919186	0.5290065564249752	0.12352567652425146	0.0265653253864758	[0]
E4	chr7:137402462-137402963	0.3911716054095954	0.4128396306963235	0.5333503477489655	0.12165992861546002	0.0756853839062026	[58938]
E17	chr7:137313261-137313762	0.4711265360997967	0.3471643200799552	0.5166863871775272	0.11686415159398647	0.0185638635951166	[0]
E16	chr7:137453367-137453868	0.4122748488602314	0.18822804670758356	0.48461574365549603	0.11444798989799555	0.0217809420171959	[109844]
E26	chr7:137454114-137454615	0.3188523781717459	0.25697076747513437	0.5396491050430142	0.10482347838563269	0.0035579397782004	[110590]
E31	chr7:137169925-137170426	0.1583046706937479	0.16731470633290077	0.49804212366894807	0.09104017017366964	0.001326233935863	[-57165]
E9	chr7:137296517-137297018	0.4724198529828321	0.25326571546277693	0.5061516409078127	0.0904174234617598	0.0341114167451924	[0]
E7	chr7:137262424-137262925	0.4539289857868112	0.39634704164263435	0.5348108823786216	0.08908646164422333	0.0521241643314907	[0]
E8	chr7:137306034-137306535	0.4120571352747761	0.4402375677145585	0.5231901110776828	0.08448379584994214	0.0402945175408724	[0]
E19	chr7:137340542-137341043	0.3307462393047189	0.39203235811856246	0.5370046013391666	0.07726867971914123	0.0212549997205724	[0]
E10	chr7:137395376-137395877	0.4159452191694073	0.38601060113091856	0.5343768106996885	0.07208675461637319	0.0384563763486753	[51852]
E18	chr7:137315034-137315535	0.4265665383067383	0.3568517098252714	0.5114092798024582	0.06824425141574439	0.0197470401396929	[0]
E2	chr7:137343502-137344003	0.4025184861715787	0.3500874482080241	0.5514473322306447	0.06740881315214473	0.0956389933602816	[0]
E24	chr7:137328424-137328925	0.207996464732879	0.3094846500280187	0.4865923122068809	0.062410874082520294	0.0144452050017024	[0]
E20	chr7:137342883-137343384	0.345212670039044	0.2661223535475046	0.5395039671978884	0.061381543602658586	0.0200089984748581	[0]
