panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E35	chr10:17339412-17339913	0.0188264652818044	0.24564747343988902	0.3012629957170221	1.1172433987900148	4.219687178761013e-05	[-102069]
E22	chr10:17102372-17102873	0.0481969251680568	0.16294351463541795	0.30711886645965286	0.7643748083099583	0.0046226731807871	[125619]
E8	chr10:17137719-17138220	0.2577602750889338	0.14057424899629198	0.43423271499987054	0.675358777014903	0.0353528774944093	[90271]
E10	chr10:17138328-17138829	0.2041078275900186	0.19482072675777756	0.46480149775765445	0.1598287744877475	0.0248384791848445	[89663]
E6	chr10:17139476-17139977	0.3031467637561607	0.26023345527827424	0.4664820544855758	0.1356617853906029	0.0634517940295412	[88515]
E5	chr10:17171264-17171765	0.3380098121267636	0.3089468362236538	0.4660465371934717	0.11629987040656017	0.0675879374548214	[56727]
E9	chr10:17250728-17251229	0.2627461352715058	0.24887979985247866	0.48225971385226946	0.10632733415154247	0.0262745867636877	[-13385]
E2	chr10:17228390-17228891	0.3203810583923539	0.3684459118914307	0.5087424127061332	0.10354887245954514	0.2015328475984327	[0]
E14	chr10:17199563-17200064	0.1293843175772382	0.1400833237887207	0.4722125525896216	0.09967505136625146	0.0085264469908697	[28427]
E1	chr10:17228941-17229442	0.3468160138530263	0.3745225330825829	0.5086597746436169	0.09652590646552725	0.1895336982684987	[0]
E3	chr10:17201134-17201635	0.3039302752823217	0.2374946308982256	0.5068210914927039	0.09084484116680278	0.1354242838237976	[26857]
E7	chr10:17257623-17258124	0.3110924194481965	0.3098258777296091	0.4951440681979623	0.08810316434462732	0.0546938409472723	[-20281]
E4	chr10:17229832-17230333	0.2905765000104855	0.3225102009945125	0.49349691061232503	0.08681098335528138	0.0919198675182107	[0]
