panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E14	chr4:56544464-56544965	0.3240978773542091	0.1922216887094985	0.41726389221470217	0.11588934137010198	0.0261935204263095	[-103275]
E7	chr4:56619803-56620304	0.461422225732095	0.2601363178856371	0.3930196335696317	0.11461842873031278	0.0561721411440124	[-27935]
E4	chr4:56689451-56689952	0.4059279339212041	0.29366367371905	0.41041077650491264	0.11392408164892658	0.0751203230140583	[7825]
E12	chr4:56506219-56506720	0.3237439570440296	0.17406438056115492	0.4154073999093326	0.11227628297581704	0.0320648463974139	[-141519]
E1	chr4:56611734-56612235	0.5162255023005481	0.24973437287952685	0.4170326928180529	0.10231343805141246	0.0811065442701352	[-36005]
E3	chr4:56776976-56777477	0.475151271235332	0.22532105127069754	0.39989527398189084	0.10215197558139166	0.0764169168810801	[95349]
E17	chr4:56650698-56651199	0.3744128155900913	0.19230865538308248	0.4207130126509041	0.1002406206525614	0.0187544445087875	[0]
E11	chr4:56656259-56656760	0.3649940821355947	0.23879280971252803	0.42013170158965446	0.09708042092784536	0.0340881099880875	[0]
E8	chr4:56681467-56681968	0.3500049494747673	0.2688732596616933	0.4162486449314387	0.09503935106316952	0.0717164307252792	[0]
E21	chr4:56655624-56656125	0.3006235427479439	0.16814802881343813	0.4291268395381767	0.09360997511766714	0.0127329620411131	[0]
E2	chr4:56704356-56704857	0.4161340961696019	0.2902050813257272	0.41536456369478775	0.08893394329466014	0.0873549936827462	[22729]
E10	chr4:56605414-56605915	0.4875492854167883	0.22715610085955534	0.4118730527895269	0.08802382925404083	0.0321387223802061	[-42325]
E6	chr4:56655112-56655613	0.3620598476773261	0.14153437351760317	0.42075540466088923	0.08528959291552213	0.0730417476967594	[0]
E9	chr4:56799181-56799682	0.4169715048291232	0.2738485845059458	0.41072295616144694	0.08435998950170674	0.0598757121035583	[117555]
E13	chr4:56677736-56678237	0.3615054241718	0.2213778380585538	0.4196534641410992	0.08287298445943828	0.0244947631887951	[0]
E20	chr4:56707255-56707756	0.3313247930374287	0.22456746574487277	0.41415730058073724	0.077716704015119	0.0183029865748524	[25629]
E5	chr4:56800056-56800557	0.353501308685257	0.17830150244711876	0.4241981061772316	0.07672672001666116	0.0792708907687945	[118429]
E19	chr4:56631175-56631676	0.4021458637398781	0.26918405745669577	0.4110311054735149	0.07480727253319872	0.0166232071217689	[-16563]
E16	chr4:56786921-56787422	0.3483570939628355	0.12589655296669783	0.3908684011399413	0.0706802643941295	0.0204326939630894	[105295]
