panel_id	enhancer	initial_rho	rectified_raw_rho	latent_state_rho	difference_structure_score	importance	distance
E1	chr6:122779280-122779781	0.2290016368956848	0.2654930414093562	0.4557242543477417	0.13822396511097862	0.1594528158271412	[186]
E2	chr6:122785735-122786236	0.2319685987327054	0.298844740540564	0.43405151623246946	0.12306657550604626	0.113914929435252	[-1912]
E14	chr6:122859663-122860164	0.1089174916642572	0.1240452194189568	0.42122568865859245	0.1099896283360698	0.0129078843649175	[-75840]
E5	chr6:122824998-122825499	0.1932353525694559	0.2378377107012522	0.4420738044038091	0.10309318287486727	0.0887398766246372	[-41174]
E7	chr6:122753077-122753578	0.2108602915968582	0.1826616384121005	0.3701153328916331	0.09948873947223308	0.0491570930319899	[26388]
E10	chr6:122735665-122736166	0.1555503763182532	0.11488653217881188	0.42972224074664594	0.09656026121235528	0.0263329431075863	[43800]
E13	chr6:122861497-122861998	0.1249103449572401	0.15209346171431187	0.4346704609446499	0.09356837368413032	0.020525299962599	[-77674]
E6	chr6:122833127-122833628	0.1676433061776309	0.1954831287862746	0.4342996248666781	0.07267792212307388	0.0665275772136488	[-49304]
E8	chr6:122789759-122790260	0.1660004018294153	0.17590027703726627	0.4641832396056754	0.06758372359614931	0.0567819593163966	[-5936]
E3	chr6:122789247-122789748	0.1921004648382892	0.17485014677211666	0.45898548926952754	0.06316071369551565	0.1368336921328575	[-5424]
E9	chr6:122839431-122839932	0.1809578911327763	0.13747935376456466	0.4419150814744096	0.0572657984392285	0.0353349567382844	[-55608]
