gene	n_links_raw	n_links_pass_filter	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_divergence_score	absolute_rank
ANKDD1A	32	0	0.0	0.0006487019828823	0.4694638976781574	raw links exist but all filtered out									False	0.8145272979243852			
ANKDD1B	23	0	0.624363186955452	0.0004044034020379	0.6140765159006375	raw links exist but all filtered out									False	0.8145272979243852			
ANKEF1	44	0	0.0	0.0005355910871477	0.5201290315391964	raw links exist but all filtered out									False	0.8145272979243852			
ANKFN1	85	0	0.9678174048662186	0.0007878472994792	0.447508906913555	raw links exist but all filtered out									False	0.8145272979243852			
ANKFY1	44	0	0.0	0.002576781702818	0.3193136368009818	raw links exist but all filtered out									False	0.8145272979243852			
ANKH	51	0	0.6424074858427048	0.0012381680078157	0.3622828488991937	raw links exist but all filtered out									False	0.8145272979243852			
ANKHD1	28	0	0.0	0.0017548163343788	0.3544515289131926	raw links exist but all filtered out									False	0.8145272979243852			
ANKIB1	26	0	0.6806880140304565	0.0026874136386093	0.3004657183535692	raw links exist but all filtered out									False	0.8145272979243852			
ANKLE1	45	0	0.0	0.0001914874395765	0.595174137613836	raw links exist but all filtered out									False	0.8145272979243852			
ANKLE2	32	0	0.0	0.0011834361562412	0.3581072792032989	raw links exist but all filtered out									False	0.8145272979243852			
ANKMY2	26	0	0.0	0.002224460827351	0.388961042463087	raw links exist but all filtered out									False	0.8145272979243852			
ANKRA2	27	0	0.0	0.0014417773257385	0.4269568186817151	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD1	32	0	0.0	0.0004214857690444	0.5418419683627875	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD10	28	0	0.0	0.0035059850926244	0.3322509834665996	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD11	91	0	1.0297107696533203	0.0040699957957383	0.3915337486700099	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD12	37	0	1.0219972848892211	0.0067503612548614	0.3547849099739489	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD13A	34	0	0.0	0.0005531097566101	0.5053361558974077	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD13B	51	0	0.0	0.0016919584025711	0.4846999658269085	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD13C	26	0	0.0	0.0015800648526064	0.3614981389789547	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD13D	35	0	0.0	0.0056240555117219	0.3805354476598214	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD16	33	0	0.0	0.0010740981355692	0.4284089202503048	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD17	18	0	1.390146255493164	0.0037154962151693	0.3292493003607201	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD18A	42	0	0.0	0.0001802633247241	0.3442781090027012	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD18B	23	0	0.0	0.0003047921649758	0.4249355348142095	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD2	41	0	0.0	0.0005043682741914	0.5097202285554852	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD23	53	0	0.0	0.0017922675455883	0.3779190359009023	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD24	45	0	0.0	0.0004817436591122	0.4463945663193078	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD26	26	0	0.0	0.0008376273973621	0.3599738797219501	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD29	41	0	0.0	0.0012759041881537	0.4852051641076749	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD30A	1	0	0.0	0.0001362549155724	0.7094812612995909	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD30B	1	0	0.0	0.000273308907346	0.7076521499796815	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD30BL	10	0	0.0	0.0010102336631933	0.456786076725048	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD31	24	0	0.0	6.164094670285398e-05	0.5751859012314733	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD33	49	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD33B	48	0	0.0	6.378489757456914e-06	0.8260917753852048	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD34A	36	0	0.0	0.0004710203415275	0.4861457456344384	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD34B	14	0	0.0	0.0001726144918128	0.4783649363837089	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD34C	39	0	0.0	4.654642569295083e-05	0.916979078932192	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD35	38	0	0.0	0.0011365632793877	0.4564249964285684	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD36B	14	0	0.0	0.0004197438752197	0.3766342597415938	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD36C	20	0	0.0	0.001923176388445	0.4475123845757384	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD37	30	0	0.0	0.000984054666368	0.4522431037706634	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD39	50	0	0.0	0.0020799466263319	0.4024055166935272	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD40	56	0	0.0	0.0005918213803409	0.4679777272652758	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD40CL	52	0	0.0	1.213063271063661e-05	0.7217724004104555	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD42	29	0	0.0	0.0003949542969	0.4513180843643619	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD44	90	0	0.0	0.0010085911042185	0.3896871438167967	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD46	42	0	0.0	0.0041831380592223	0.3453659998130627	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD49	24	0	0.0	0.0002683200813935	0.4851372467053439	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD50	22	0	0.0	0.0022154351078172	0.314827251362137	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD52	29	0	0.0	0.0010702465657888	0.432908587579741	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD54	45	0	0.0	0.0019170206491135	0.3603982483423382	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD55	34	0	0.0	0.0008425623461949	0.4745215162805279	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD6	63	0	0.0	0.0017991317256086	0.3647883780953238	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD60	47	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD61	17	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD62	27	0	0.0	8.224152646327388e-06	0.5165954042869263	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD65	36	0	0.0	0.0008572433834514	0.3577111277411864	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD66	23	0	0.0	0.0001129599352572	0.7264343230349692	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD7	36	0	0.0	0.00028392662955	0.5917821973600058	raw links exist but all filtered out									False	0.8145272979243852			
ANKRD9	29	0	1.0718846321105957	0.0022395075188842	0.354433707580757	raw links exist but all filtered out									False	0.8145272979243852			
ANKS1A	68	0	0.6678442269563675	0.003408682419306	0.3627990797999381	raw links exist but all filtered out									False	0.8145272979243852			
ANKS1B	142	0	0.6225142055749894	0.0078224562750033	0.3848142358294427	raw links exist but all filtered out									False	0.8145272979243852			
ANKS4B	31	0	0.0	1.7440249646120527e-05	0.8225969697682607	raw links exist but all filtered out									False	0.8145272979243852			
ANKS6	54	0	0.0	0.0012831653331485	0.4672332632603611	raw links exist but all filtered out									False	0.8145272979243852			
ANKZF1	40	0	0.0	0.0008235923201414	0.3123439082349454	raw links exist but all filtered out									False	0.8145272979243852			
ANLN	31	0	0.0	0.0003994700082139	0.473842666628097	raw links exist but all filtered out									False	0.8145272979243852			
ANO1	58	0	0.0	6.872332327331576e-05	0.6180143308070419	raw links exist but all filtered out									False	0.8145272979243852			
ANO10	55	0	0.0	0.0017095085177033	0.3726105377394125	raw links exist but all filtered out									False	0.8145272979243852			
ANO3	57	0	0.0	0.0003094764312362	0.4390731329353993	raw links exist but all filtered out									False	0.8145272979243852			
ANO4	65	0	0.0	0.0009491513608408	0.3501066992802018	raw links exist but all filtered out									False	0.8145272979243852			
ANO5	56	0	0.0	0.0007771557022286	0.4486026584686122	raw links exist but all filtered out									False	0.8145272979243852			
ANO6	44	0	0.0	0.0008089268720007	0.4008913412142898	raw links exist but all filtered out									False	0.8145272979243852			
ANO8	50	0	0.5126791596412659	0.0018606119708144	0.3928434358729868	raw links exist but all filtered out									False	0.8145272979243852			
ANO9	31	0	0.0	0.0	0.6981882324522616	raw links exist but all filtered out									False	0.8145272979243852			
ANOS1	39	0	0.0	0.0013862164395547	0.2711172839133819	raw links exist but all filtered out									False	0.8145272979243852			
ANP32A	45	0	0.0	0.0036190161822217	0.3208915563888996	raw links exist but all filtered out									False	0.8145272979243852			
ANP32B	35	0	0.0	0.0035480668058866	0.4244504709791414	raw links exist but all filtered out									False	0.8145272979243852			
ANPEP	32	0	0.0	0.0001868529128092	0.6801338862259164	raw links exist but all filtered out									False	0.8145272979243852			
ANTKMT	45	0	0.0	0.0044139359528106	0.3244486905393516	raw links exist but all filtered out									False	0.8145272979243852			
ANTXR1	53	0	0.0	0.001262352789373	0.4242847109702347	raw links exist but all filtered out									False	0.8145272979243852			
ANTXR2	40	0	0.0	0.000711764462094	0.4344597786105157	raw links exist but all filtered out									False	0.8145272979243852			
ANTXRL	11	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANXA1	28	0	0.0	0.0011054553415	0.3432112340674415	raw links exist but all filtered out									False	0.8145272979243852			
ANXA10	18	0	0.0	5.722577083868369e-05	0.6460170896293316	raw links exist but all filtered out									False	0.8145272979243852			
ANXA11	27	0	0.0	0.0005451002238374	0.4741653166564405	raw links exist but all filtered out									False	0.8145272979243852			
ANXA13	38	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANXA2	49	3	1.0037577438354492	0.0035175854649032	0.3858783797054985		3.0	0.5939533220784017	0.6186472167542388	0.6186472167542388	0.7127999933020468	0.0690388056019394	0.0	0.3922431330199204	False	0.8145272979243852		0.6038308799487365	
ANXA2R	29	0	0.0	4.003737887432277e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852			
ANXA3	33	0	0.0	0.0005356772176736	0.4073427363004763	raw links exist but all filtered out									False	0.8145272979243852			
ANXA4	44	0	0.0	0.0004984423979807	0.5188535630756012	raw links exist but all filtered out									False	0.8145272979243852			
ANXA5	18	1	0.9366291165351868	0.0030870731096348	0.3479845606884505		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	0.8145272979243852		0.0	
ANXA6	41	0	0.6193699324131012	0.0026148845184778	0.3396973105846922	raw links exist but all filtered out									False	0.8145272979243852			
ANXA7	18	0	0.0	0.0014657526981871	0.4475247272028015	raw links exist but all filtered out									False	0.8145272979243852			
ANXA8	22	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ANXA9	31	0	0.0	0.0	0.7240004304121398	raw links exist but all filtered out									False	0.8145272979243852			
AOAH	54	0	0.0	0.0002665486435071	0.4853242704269483	raw links exist but all filtered out									False	0.8145272979243852			
AOC1	38	0	0.0	0.0	0.8876436370910303	raw links exist but all filtered out									False	0.8145272979243852			
AOC2	29	0	0.0	0.0004635628363994	0.446659653962134	raw links exist but all filtered out									False	0.8145272979243852			
AOC3	29	0	0.0	0.0	0.70649142142309	raw links exist but all filtered out									False	0.8145272979243852			
AOPEP	105	0	0.0	0.0016061198119004	0.4119272098995617	raw links exist but all filtered out									False	0.8145272979243852			
AOX1	28	0	0.0	0.0	0.8487292321697385	raw links exist but all filtered out									False	0.8145272979243852			
AP1AR	24	0	0.0	0.0015388020067898	0.42321839941853	raw links exist but all filtered out									False	0.8145272979243852			
AP1B1	45	0	0.0	0.0025106582083256	0.3922559979262733	raw links exist but all filtered out									False	0.8145272979243852			
AP1G1	24	0	0.53457111120224	0.0020904859431632	0.3492997880595775	raw links exist but all filtered out									False	0.8145272979243852			
AP1G2	42	0	0.0	0.0006472894394796	0.3375896526062687	raw links exist but all filtered out									False	0.8145272979243852			
AP1M2	42	0	0.0	0.0001070282652421	0.7046399770337789	raw links exist but all filtered out									False	0.8145272979243852			
AP1S1	40	0	0.6840078234672545	0.0070069210485565	0.4007455781825729	raw links exist but all filtered out									False	0.8145272979243852			
AP1S2	30	0	0.7645139241218566	0.0059707628664847	0.2980923814131351	raw links exist but all filtered out									False	0.8145272979243852			
AP2A1	39	0	0.4915317493677139	0.0046342841273988	0.4510787808126292	raw links exist but all filtered out									False	0.8145272979243852			
AP2A2	56	0	0.0	0.0060188424694913	0.3850083504747964	raw links exist but all filtered out									False	0.8145272979243852			
AP2B1	50	0	0.6134829074144361	0.0072122251582323	0.3705825533010962	raw links exist but all filtered out									False	0.8145272979243852			
AP2M1	31	0	1.3959227359294868	0.0134636098337505	0.3047428323567376	raw links exist but all filtered out									False	0.8145272979243852			
AP2S1	43	0	1.096016345024109	0.0095893149487113	0.2790718291941269	raw links exist but all filtered out									False	0.8145272979243852			
AP3B1	53	0	0.0	0.0007400388662169	0.5753561276322284	raw links exist but all filtered out									False	0.8145272979243852			
AP3B2	22	0	0.5706738054752349	0.0018868487886952	0.3597519102793744	raw links exist but all filtered out									False	0.8145272979243852			
AP3D1	48	0	0.6931471824645996	0.0054093857947135	0.3466452281726411	raw links exist but all filtered out									False	0.8145272979243852			
AP3M1	37	0	0.0	0.0016501777793027	0.3775603905569585	raw links exist but all filtered out									False	0.8145272979243852			
AP3M2	39	0	0.0	0.002188222479638	0.3876839160711898	raw links exist but all filtered out									False	0.8145272979243852			
AP3S1	22	0	0.951188576221466	0.0061721731584959	0.3871349167259574	raw links exist but all filtered out									False	0.8145272979243852			
AP3S2	39	0	0.0	0.0031922614386863	0.3900774437338691	raw links exist but all filtered out									False	0.8145272979243852			
AP4E1	29	0	0.0	0.0005359614904586	0.4483204538859283	raw links exist but all filtered out									False	0.8145272979243852			
AP4M1	40	0	0.0	0.0009986228179171	0.3983736076205909	raw links exist but all filtered out									False	0.8145272979243852			
AP4S1	26	0	0.0	0.0012236928448067	0.3644360163642599	raw links exist but all filtered out									False	0.8145272979243852			
AP5B1	34	0	0.0	0.0003647595746455	0.4623092959288771	raw links exist but all filtered out									False	0.8145272979243852			
AP5M1	25	0	0.0	0.0014317237189529	0.36656908676358	raw links exist but all filtered out									False	0.8145272979243852			
AP5S1	43	0	0.0	0.0005008327678245	0.5985732718342135	raw links exist but all filtered out									False	0.8145272979243852			
AP5Z1	53	0	0.0	0.0009053699166921	0.3274876244492039	raw links exist but all filtered out									False	0.8145272979243852			
APBA1	55	0	0.0	0.001512937172388	0.3817212296807805	raw links exist but all filtered out									False	0.8145272979243852			
APBA2	75	0	1.0970573157072068	0.0058992366284513	0.3905251743848075	raw links exist but all filtered out									False	0.8145272979243852			
APBA3	36	0	0.53457111120224	0.0005233007348096	0.4866140607577846	raw links exist but all filtered out									False	0.8145272979243852			
APBB1	36	0	0.6931471824645996	0.0079119317198671	0.3916647456159596	raw links exist but all filtered out									False	0.8145272979243852			
APBB1IP	33	0	0.0	0.0004329248582693	0.5267069193348661	raw links exist but all filtered out									False	0.8145272979243852			
APBB2	97	0	0.0	0.0033344732881413	0.349858333059216	raw links exist but all filtered out									False	0.8145272979243852			
APBB3	15	0	0.0	0.0015594342160862	0.4030737408126301	raw links exist but all filtered out									False	0.8145272979243852			
APC	57	0	1.3546492838859552	0.0096463335380542	0.3020688309522331	raw links exist but all filtered out									False	0.8145272979243852			
APC2	54	0	1.3480840921401975	0.0072922245126377	0.281140750431674	raw links exist but all filtered out									False	0.8145272979243852			
APCDD1	42	0	0.0	0.0024293218261087	0.4634716518309904	raw links exist but all filtered out									False	0.8145272979243852			
APCDD1L	57	0	0.0	0.0001470171787312	0.6540597708503167	raw links exist but all filtered out									False	0.8145272979243852			
APEH	26	0	0.0	0.0019823079273502	0.372361504294163	raw links exist but all filtered out									False	0.8145272979243852			
APELA	19	0	0.0	3.02402727678502e-05	0.6249530295071748	raw links exist but all filtered out									False	0.8145272979243852			
APEX1	19	0	1.2079715704917906	0.007488446019272	0.3470247412408712	raw links exist but all filtered out									False	0.8145272979243852			
APEX2	12	0	0.0	0.0002706545704638	0.593941920696687	raw links exist but all filtered out									False	0.8145272979243852			
APH1B	53	0	0.0	0.0010732979143682	0.3831933626721188	raw links exist but all filtered out									False	0.8145272979243852			
API5	19	0	0.5173154473304749	0.0015907897504163	0.2668353105764679	raw links exist but all filtered out									False	0.8145272979243852			
APIP	31	0	0.0	0.0010689995188961	0.3169817820594063	raw links exist but all filtered out									False	0.8145272979243852			
APLN	32	0	0.0	0.0003759833166732	0.4354170883009005	raw links exist but all filtered out									False	0.8145272979243852			
APLNR	50	0	0.0	0.000508682470124	0.4544421311538893	raw links exist but all filtered out									False	0.8145272979243852			
APLP2	38	0	1.299353029727936	0.0086485976546923	0.2923047838272894	raw links exist but all filtered out									False	0.8145272979243852			
APMAP	40	0	0.606450777053833	0.0039160510879288	0.3000127773065713	raw links exist but all filtered out									False	0.8145272979243852			
APOA1	36	0	0.0	0.0004390905935987	0.4312716183056401	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC2	41	0	0.0	0.0005917228983759	0.5017805657768726	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3A	40	0	0.0	5.3831583855095246e-05	0.778809096955914	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3B	38	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3C	37	0	0.0	5.79332198493636e-05	0.6051240818192959	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3F	35	0	0.0	2.4409698959708396e-05	0.8271914889225975	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3G	37	0	0.0	6.415062223743305e-05	0.6890412762467547	raw links exist but all filtered out									False	0.8145272979243852			
APOBEC3H	40	0	0.0	3.735273654013084e-05	0.7352007704436878	raw links exist but all filtered out									False	0.8145272979243852			
APOBR	14	0	0.0	0.0	0.7070789606744471	raw links exist but all filtered out									False	0.8145272979243852			
APOC1	34	0	0.0	0.0015469211298869	0.3406278508723029	raw links exist but all filtered out									False	0.8145272979243852			
APOC2	35	0	0.0	1.9506507131437192e-05	0.995174940751977	raw links exist but all filtered out									False	0.8145272979243852			
APOC3	36	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOC4	34	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOD	17	0	1.5408287346363068	0.0013966030253443	0.34156792375437	raw links exist but all filtered out									False	0.8145272979243852			
APOE	35	4	1.313839304447174	0.0033032766748957	0.3103887440151467		4.0	1.2175145714116955	1.4063573538536682	1.5109998697365477	2.0979704663862524	0.4026493179029151	1.0	1.2147557959988151	False	0.8145272979243852		1.3349086907416363	
APOF	27	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOH	29	0	0.0	1.895753125112598e-05	0.6176095696642857	raw links exist but all filtered out									False	0.8145272979243852			
APOL1	42	0	0.0	0.0	0.5545802222208777	raw links exist but all filtered out									False	0.8145272979243852			
APOL2	42	0	0.0	0.0005257332808799	0.4695338364854302	raw links exist but all filtered out									False	0.8145272979243852			
APOL3	37	0	0.0	6.278686626693808e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852			
APOL4	39	0	0.0	0.0002504065774331	0.4123124246133934	raw links exist but all filtered out									False	0.8145272979243852			
APOL5	27	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOL6	34	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
APOLD1	45	0	0.0	0.0017400505139513	0.3278282377461185	raw links exist but all filtered out									False	0.8145272979243852			
APOM	39	0	0.0	0.000165221261609	0.5694310594035671	raw links exist but all filtered out									False	0.8145272979243852			
APOO	24	0	0.5988263988494873	0.0038673641119443	0.3711082000004282	raw links exist but all filtered out									False	0.8145272979243852			
APOOL	7	0	0.0	0.0008550251569604	0.4192582960549523	raw links exist but all filtered out									False	0.8145272979243852			
APP	74	0	1.232033190727234	0.0179081727689551	0.3463136524857039	raw links exist but all filtered out									False	0.8145272979243852			
APPBP2	27	0	0.0	0.0021757479683814	0.3495342249920267	raw links exist but all filtered out									False	0.8145272979243852			
APPL1	25	0	0.0	0.0015810109588091	0.3437383340101154	raw links exist but all filtered out									False	0.8145272979243852			
APPL2	39	0	0.0	0.0009142795676277	0.4741901174189661	raw links exist but all filtered out									False	0.8145272979243852			
APRT	48	0	0.0	0.0044361704968881	0.3814166651142569	raw links exist but all filtered out									False	0.8145272979243852			
APTX	28	0	0.0	0.0018137380746446	0.4814818916652197	raw links exist but all filtered out									False	0.8145272979243852			
AQP11	17	0	0.0	0.0012581301921738	0.4279249347188034	raw links exist but all filtered out									False	0.8145272979243852			
AQP3	18	0	0.0	0.0	0.8255366160798461	raw links exist but all filtered out									False	0.8145272979243852			
AQP5	55	0	0.0	0.0001390548298242	0.6366726266531784	raw links exist but all filtered out									False	0.8145272979243852			
AQP6	56	0	0.0	2.759263709543675e-06	0.758488572058236	raw links exist but all filtered out									False	0.8145272979243852			
AQP7	21	0	0.0	5.522748038490361e-05	0.9183475391002556	raw links exist but all filtered out									False	0.8145272979243852			
AQP8	30	0	0.0	6.796777434362199e-05	0.7437101824748024	raw links exist but all filtered out									False	0.8145272979243852			
AQP9	23	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
AQR	44	0	0.0	0.0020422666152457	0.3222736874958247	raw links exist but all filtered out									False	0.8145272979243852			
AR	10	0	0.0	0.0002386709295682	0.5887695671987253	raw links exist but all filtered out									False	0.8145272979243852			
ARAF	32	0	0.0	0.0005652062262479	0.259801134392051	raw links exist but all filtered out									False	0.8145272979243852			
ARAP2	52	0	0.0	0.0004307807381833	0.3599627588768845	raw links exist but all filtered out									False	0.8145272979243852			
ARAP3	58	0	0.0	0.0001902163807038	0.3982520395945909	raw links exist but all filtered out									False	0.8145272979243852			
ARC	44	0	0.0	0.000318639777722	0.4969109941231965	raw links exist but all filtered out									False	0.8145272979243852			
ARCN1	36	0	1.089729290008545	0.0018146734739704	0.3516728958944055	raw links exist but all filtered out									False	0.8145272979243852			
AREG	23	0	0.0	5.069438034992551e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852			
AREL1	30	0	0.0	0.0016502081080607	0.4274246977086592	raw links exist but all filtered out									False	0.8145272979243852			
ARF3	48	0	1.053478137254715	0.0062479623903937	0.3021102080039397	raw links exist but all filtered out									False	0.8145272979243852			
ARF5	34	0	1.1510152816772448	0.0185138341569484	0.3849756382712542	raw links exist but all filtered out									False	0.8145272979243852			
ARF6	21	0	0.6460609102249145	0.0020648121356967	0.4396105325059768	raw links exist but all filtered out									False	0.8145272979243852			
ARFGAP1	62	0	0.9493385553359984	0.0030421646059618	0.3517094730534877	raw links exist but all filtered out									False	0.8145272979243852			
ARFGAP2	48	0	0.0	0.0014931371780223	0.2526920677022234	raw links exist but all filtered out									False	0.8145272979243852			
ARFGAP3	51	0	0.0	0.0016789423389006	0.367804977278107	raw links exist but all filtered out									False	0.8145272979243852			
ARFGEF1	26	0	1.42197993516922	0.0018922959911849	0.3567293042050201	raw links exist but all filtered out									False	0.8145272979243852			
ARFGEF2	45	0	0.0	0.0011163963162067	0.4109046273707092	raw links exist but all filtered out									False	0.8145272979243852			
ARFIP1	43	0	0.0	0.0007503642654291	0.375273557047026	raw links exist but all filtered out									False	0.8145272979243852			
ARFIP2	38	0	0.0	0.0026367186854983	0.4406503749067796	raw links exist but all filtered out									False	0.8145272979243852			
ARFRP1	38	0	0.0	0.0034114222365273	0.4500967870168584	raw links exist but all filtered out									False	0.8145272979243852			
ARG1	36	0	0.0	4.907282026941548e-05	0.6193765569804318	raw links exist but all filtered out									False	0.8145272979243852			
ARG2	31	0	0.0	0.0024562550191687	0.3350978774700786	raw links exist but all filtered out									False	0.8145272979243852			
ARGFX	14	0	0.0	1.0050111593390258e-05	0.9294238991823568	raw links exist but all filtered out									False	0.8145272979243852			
ARGLU1	42	0	0.7103006541728973	0.0056274424421177	0.4265178823516373	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP10	55	0	0.0	0.0006249211457445	0.5318731597627804	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP11A	10	0	0.0	0.000488894999144	0.4325957851488103	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP11B	1	0	0.0	0.0002404459405503	0.5939474776776186	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP12	46	0	0.0	0.0014410139987816	0.3623731568775116	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP17	40	0	0.5374431610107422	0.0010287140494657	0.3547804814676695	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP18	59	0	0.0	0.0007369662909555	0.501748490749122	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP19	69	0	0.0	0.000265076866508	0.5646851989021263	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP20	27	0	0.606450777053833	0.0011848654255542	0.4054287126572629	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP21	56	0	0.0	0.0028227621357563	0.3505673648882855	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP22	52	0	0.0	0.0002469271478327	0.4692359678537671	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP23	60	0	0.0	0.0025642873904511	0.3991915215174921	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP24	83	0	0.0	0.000989445572487	0.4990063312921779	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP26	101	0	0.0	0.0018641082837145	0.44256202278389	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP27	32	0	0.0	0.0002627863879522	0.4121861901374202	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP28	42	0	0.0	0.0006410274107936	0.6310940972214911	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP29	41	0	0.0	0.0004277353945541	0.3949417056616852	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP30	28	0	0.0	4.932064679777864e-05	0.6520713479548963	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP31	33	0	0.0	0.0006053616630062	0.312441759033752	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP32	66	0	0.0	0.0019000859759278	0.4563238703495124	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP33	44	0	0.0	0.0033411872383129	0.36629414907997	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP35	69	0	0.9317886769771576	0.0069480512233764	0.3585042866189864	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP39	53	0	0.6640922522544861	0.0020416392726742	0.3686098186390695	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP4	45	0	0.0	0.0007307724027616	0.4323109973565233	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP40	47	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP42	46	0	0.5173154473304749	0.0004043000114876	0.2957119710867847	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP44	47	0	0.0	0.0017949074650227	0.3747552915512676	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP5	38	0	0.6931471824645996	0.0026263304658718	0.3121055022454383	raw links exist but all filtered out									False	0.8145272979243852			
ARHGAP6	40	0	0.0	0.0002383844869495	0.4385578459066213	raw links exist but all filtered out									False	0.8145272979243852			
