enhancer_p99	latent_state_rho	diff_structure_score	logfc_structure_score	residual_structure_score	difference_structure_score	mean_abs_diff	mean_abs_logfc	residual_std	diff_hotspots_q90	diff_largest_hotspot_fraction	diff_abs_threshold_q90	logfc_hotspots_q90	logfc_largest_hotspot_fraction	logfc_abs_threshold_q90	residual_hotspots_q90	residual_largest_hotspot_fraction	residual_abs_threshold_q90	gene	panel_id	region	importance	initial_rho	importance_x_abs_rho	Distance	rectified_raw_rho	latent_mask_fraction	control_p99	mask_low_center	mask_high_center
0.024423088431358337	0.7726843718368103	0.4721449108657546	2.873762185816884	0.2923050778043438	1.0096052880320432	0.414248188631792	2.3602206023670904	0.2923050778043438	1	1.0	0.8051665882739973	1	1.0	6.263533224909599	1	1.0	0.35475654669024886	ADCY2	E15	chr5:7411978-7412479	0.0055675284700948	0.2587818108888822	0.0014407750996665	[0]	0.1003586115394064	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.04115319207310677	0.7741018093516511	0.45287624058843734	2.83582454954396	0.2932122939983531	0.9927309365207885	0.3840701276371933	2.327172399757234	0.2932122939983531	1	1.0	0.7808321178970719	1	1.0	6.2872421512938885	1	1.0	0.36661131040058137	ADCY2	E6	chr5:7768694-7769195	0.0434095493207584	0.282112881643868	0.0122463930497407	[0]	0.14222745510294899	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.14432619154453277	0.7703218527028917	0.4518970954922647	2.8409211003272463	0.28882030925061897	0.992076221516434	0.38389868265396715	2.331752620960375	0.28882030925061897	1	1.0	0.7953744357256827	1	1.0	6.3286097690198435	1	1.0	0.37365288876479086	ADCY2	E1	chr5:7395853-7396354	0.0575873750755024	0.5063035859562547	0.0291566945065347	[34]	0.12088195962934531	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.11587765485048294	0.7668110892327116	0.44735643644783646	2.8383184627037945	0.2873256819823298	0.9890861789488987	0.3807419268477378	2.329901165986934	0.2873256819823298	1	1.0	0.805241711236069	1	1.0	6.362024837914962	1	1.0	0.3804571407318682	ADCY2	E10	chr5:7816168-7816669	0.0227726946684423	0.3825822765442552	0.0087124293692998	[0]	0.1110725250661471	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.17774951517581938	0.7693585611593518	0.4387985230606297	2.8118158217821807	0.2886671092322608	0.9795068529010884	0.36776827448310173	2.3070720661394297	0.2886671092322608	1	1.0	0.7874162517500618	1	1.0	6.334374494828067	1	1.0	0.3818051741036223	ADCY2	E8	chr5:7794223-7794724	0.0367358515552956	0.2782660809391132	0.0102223414422531	[0]	0.13677585315021745	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.08277256846427918	0.7660303942919613	0.4410543716408467	2.8044336254220563	0.2894802088969418	0.9788482281257824	0.3727006839244256	2.301731700211916	0.2894802088969418	1	1.0	0.8018112261058086	1	1.0	6.321840433232704	1	1.0	0.387155888289359	ADCY2	E12	chr5:7412501-7413002	0.0247717021748073	0.3059978930154595	0.0075800886718975	[0]	0.12101276981041337	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.03785971507430077	0.7685874110932106	0.43825752566697423	2.8235912380422463	0.27411119947754214	0.9771397395944911	0.3862331806281678	2.319879338996716	0.27411119947754214	1	1.0	0.8051829008798683	1	1.0	6.283988149288829	1	1.0	0.3430089389764468	ADCY2	E11	chr5:7784918-7785419	0.0313243714031321	0.2659608321747437	0.0083310558857277	[0]	0.1031480904436754	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.06472623854875564	0.7591285951810284	0.42784330282951805	2.806989188439617	0.2958778644019436	0.9764418707823918	0.3532738617807468	2.302534750770394	0.2958778644019436	1	1.0	0.7732100189089037	1	1.0	6.331890509878242	1	1.0	0.41875281566559136	ADCY2	E14	chr5:7260985-7261486	0.0143811947320543	0.3500182319595477	0.0050336803535796	[134902]	0.13334358656768777	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.10482816398143768	0.7657775645939479	0.42905351781518875	2.7867037283251643	0.2901804351355049	0.9698604915047934	0.35761718959340144	2.2862089588148384	0.2901804351355049	1	1.0	0.7904364386387184	1	1.0	6.342493831812481	1	1.0	0.3934939244177204	ADCY2	E13	chr5:7795246-7795747	0.0202342039125119	0.2906335432454464	0.0058807383778442	[0]	0.12351639025838063	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
0.020409503057599067	0.7709943951732698	0.425918600667012	2.7843373254910913	0.29400829278520924	0.9693546741144009	0.3526916908701839	2.283548344124603	0.29400829278520924	1	1.0	0.768216410128613	1	1.0	6.316376621733084	1	1.0	0.3880066338146891	ADCY2	E7	chr5:7819691-7820192	0.0247135087789427	0.4563991724297682	0.0112792249545453	[0]	0.14559995173146473	0.0006513809275664409	0.869340922832489	0.0023581990975173185	0.378008976269233
